player_id;family_name;given_name;goal_keeper;defender;midfielder;forward;count_tournaments
P-04175;Davoine;Mirto;0;1;0;0;1
P-06787;Dawes;Chris;0;0;1;0;1
P-07885;Dawson;Michael;0;1;0;0;1
P-05035;Dayev;Vyacheslav;0;1;0;0;1
P-06114;De Agostini;Luigi;0;1;0;0;1
P-02157;De Arrascaeta;Giorgian;0;0;0;1;1
P-03739;De Bie;Jean;1;0;0;0;1
P-01404;de Boer;Piet;0;0;0;1;1
P-02009;De Bourgoing;Hctor;0;1;0;0;1
P-06858;de Brito;Waldemar;0;0;0;1;1
P-08776;de Cler;Tim;0;1;0;0;1
P-00045;De Clercq;Jean;0;0;1;0;1
P-07467;De Deken;Henri;0;1;0;0;1
P-03347;de Dios Ramrez Perales;Juan;0;1;0;0;1
P-05005;de Guzmn;Jonathan;0;0;1;0;1
P-03339;de Harder;Bertus;0;0;0;1;1
P-01173;de Jong;Theo;0;0;1;0;1
P-00034;de la Cruz;Antonio;0;1;0;0;1
P-04506;de la Torre;Antonio;0;0;1;0;1
P-01044;de la Torre;Orlando;0;1;0;0;1
P-03249;de las Casas;Mario;0;1;0;0;1
P-00262;de Len;Hugo;0;1;0;0;1
P-08613;de los Cobos;Carlos;0;0;1;0;1
P-00878;de los Santos;Gonzalo;0;0;1;0;1
P-05589;De Luca;Pasquale;0;1;0;0;1
P-09272;De Michele;Gabriel;0;1;0;0;1
P-09214;de Pedro;Javier;0;0;1;0;1
P-01544;De Sanctis;Morgan;1;0;0;0;1
P-09177;De Sart;Jean-Franois;0;1;0;0;1
P-04676;De Schrijver;Maurits;0;1;0;0;1
P-06718;De Sciglio;Mattia;0;1;0;0;1
P-03348;de Simone;Gustavo;0;1;0;0;1
P-04530;De Sisti;Giancarlo;0;0;1;0;1
P-04630;De Vlieger;Geert;1;0;0;0;1
P-06774;de Vrij;Stefan;0;1;0;0;1
P-00616;de Winter;Arie;0;0;0;1;1
P-05664;De Winter;Alfons;0;0;1;0;1
P-09507;de Wolf;John;0;1;0;0;1
P-04333;de Zeeuw;Demy;0;0;1;0;1
P-07449;Debuchy;Mathieu;0;1;0;0;1
P-01716;Dedi;Zlatko;0;0;0;1;1
P-07556;Deering;Chad;0;0;1;0;1
P-00781;Defoe;Jermain;0;0;0;1;1
P-01466;Dfoss;Robert;1;0;0;0;1
P-09084;Defour;Steven;0;0;1;0;1
P-08190;Degen;David;0;0;1;0;1
P-01254;Degen;Philipp;0;1;0;0;1
P-08227;Degenek;Milo;0;1;0;0;1
P-01839;Degeorgi;Josef;0;1;0;0;1
P-08511;Deheleanu;Vasile;0;0;1;0;1
P-08837;del guila;Alfredo;0;0;0;1;1
P-08536;del Castillo;Jos;0;0;0;1;1
P-07211;del Olmo;Joaqun;0;0;1;0;1
P-02226;Delaney;Thomas;0;0;1;0;1
P-08242;Delbeke;Grard;0;0;1;0;1
P-03974;Deleanu;Augustin;0;1;0;0;1
P-06256;Delgado;Edder;0;0;1;0;1
P-03427;Delgado;Marcelo;0;0;0;1;1
P-03896;Delgado;not applicable;0;1;0;0;1
P-00187;Delgado;Rogelio;0;1;0;0;1
P-06464;Della Torre;Jos;0;1;0;0;1
P-04984;Dellacha;Pedro;0;1;0;0;1
P-04531;Delph;Fabian;0;1;0;0;1
P-03699;Delvecchio;Marco;0;0;0;1;1
P-02718;Dembl;Ousmane;0;0;0;1;1
P-09452;Dembrovschi;Emerich;0;0;1;0;1
P-03433;DeMerit;Jay;0;1;0;0;1
P-02863;Dendoncker;Leander;0;1;0;0;1
P-09558;Denegri;Alberto;0;0;1;0;1
P-09752;Denev;Georgi;0;0;1;0;1
P-01039;Denlson;not applicable;0;0;1;0;1
P-05445;Denis;Modesto;1;0;0;0;1
P-03435;Denisov;Igor;0;0;1;0;1
P-01083;Depay;Memphis;0;0;0;1;1
P-08554;Dequinha;not applicable;0;0;1;0;1
P-01457;Derdiyok;Eren;0;0;0;1;1
P-08623;Dereuddre;Ren;0;0;0;1;1
P-09283;Deschamps;Didier;0;0;1;0;1
P-03831;Dsir;Jean-Claude;0;0;1;0;1
P-06132;Desmet;Philippe;0;0;1;0;1
P-00978;Deu;Adalbert;0;0;0;1;1
P-08277;Dtri;Lajos;0;0;1;0;1
P-07572;Deveri;Stjepan;0;0;0;1;1
P-06945;Devincenzi;Alfredo;0;0;0;1;1
P-07305;Devries;Franois;0;0;0;1;1
P-06209;Devrindt;Johan;0;0;0;1;1
P-08103;Dewalque;Nicolas;0;1;0;0;1
P-04580;Deyanov;Ivan;1;0;0;0;1
P-01800;Dezotti;Gustavo;0;0;0;1;1
P-07690;Dghay;Said;1;0;0;0;1
P-08632;Dhiab;Tarak;0;0;1;0;1
P-00686;Dhorasoo;Vikash;0;0;1;0;1
P-03642;Dhouib;Mokhtar;0;1;0;0;1
P-03668;Di Gennaro;Antonio;0;0;1;0;1
P-02412;Di Lorto;Laurent;1;0;0;0;1
P-05673;Di Matteo;Roberto;0;0;1;0;1
P-08291;Di Natale;Antonio;0;0;0;1;1
P-00999;Di Stfano;Alfredo;0;0;0;1;1
P-08503;Diaby;Abou;0;0;1;0;1
P-03265;Diagne;Raoul;0;0;1;0;1
P-00363;Diallo;Abdoulaye;1;0;0;0;1
P-05062;Diallo;Omar;1;0;0;0;1
P-00542;Diamantino;not applicable;0;0;1;0;1
P-04383;Diao;Salif;0;0;1;0;1
P-07293;Dias;Rben;0;1;0;0;1
P-02537;Diatta;Lamine;0;1;0;0;1
P-01854;Daz;Eusebio;0;0;1;0;1
P-06843;Daz;Farid;0;1;0;0;1
P-02173;Daz;Guillermo;0;0;0;1;1
P-08654;Daz;Hernn;0;1;0;0;1
P-06760;Daz;Ismael;0;0;0;1;1
P-08134;Daz;Jnior;0;1;0;0;1
P-04299;Daz;Marcelo;0;0;1;0;1
P-08313;Daz;Miguel ngel;0;1;0;0;1
P-08342;Daz;Nelson;0;1;0;0;1
P-01117;Daz;Ramn;0;0;0;1;1
P-09344;Dick;Walter;0;0;0;1;1
P-07008;Dida;not applicable;0;0;0;1;1
P-07686;Diddens;Jan;0;0;0;1;1
P-05321;Didulica;Joey;1;0;0;0;1
P-09439;Di;Serey;0;0;1;0;1
P-01549;Dienert;Franz;0;0;0;1;1
P-04130;Dier;Eric;0;0;1;0;1
P-07787;Dietrich;Peter;0;0;1;0;1
P-00631;Dietz;Bernard;0;1;0;0;1
P-09536;Diev;Todor;0;0;1;0;1
P-03853;Digne;Lucas;0;1;0;0;1
P-02741;Dihanich;Johann;0;0;1;0;1
P-06492;Dikgacoi;Kagisho;0;0;1;0;1
P-01559;Dimitriadis;Vasilis;0;0;0;1;1
P-06215;Dimitrov;Georgi;0;1;0;0;1
P-01220;Dimitrov;Panteley;0;0;1;0;1
P-09925;Dimov;Dimitar;0;1;0;0;1
P-02991;Diner;Mehmet;0;0;1;0;1
P-05341;Dinmohammadi;Sirous;0;0;1;0;1
P-05960;Dinu;Cornel;0;0;1;0;1
P-04720;Diogo;Vctor;0;1;0;0;1
P-02542;Diomand;Ismal;0;0;1;0;1
P-06128;Diomde;Bernard;0;0;1;0;1
P-04667;Diop;Papa Bouba;0;0;1;0;1
P-05199;DiOrio;Nicholas;0;0;0;1;1
P-06645;Diouf;El Hadji;0;0;0;1;1
P-06944;Diouf;Mame Biram;0;0;0;1;1
P-00339;Dirar;Nabil;0;1;0;0;1
P-05741;Dirickx;Henri;0;1;0;0;1
P-04740;Dirimlili;Basri;0;1;0;0;1
P-02765;Diskerud;Mix;0;0;1;0;1
P-03849;Disztl;Lszl;0;1;0;0;1
P-06950;Disztl;Pter;1;0;0;0;1
P-03240;Ditchburn;Ted;1;0;0;0;1
P-03485;Dixon;Kerry;0;0;0;1;1
P-06935;Dixon;Linval;0;1;0;0;1
P-04262;Djabou;Abdelmoumene;0;0;1;0;1
P-00391;Djakpa;Constant;0;1;0;0;1
P-02797;Djebbour;Rafik;0;0;0;1;1
P-06640;Djemba-Djemba;Eric;0;0;1;0;1
P-09909;Djeugou;Cdric;0;1;0;0;1
P-01700;Djonkep;Bonaventure;0;0;0;1;1
P-06627;Djorkaeff;Jean;0;1;0;0;1
P-07266;Dmitrovi;Marko;1;0;0;0;1
P-06395;Dobia;Karol;0;1;0;0;1
P-05835;Dobo;Anton;0;1;0;0;1
P-09309;Dobrin;Nicolae;0;0;0;1;1
P-02461;Dobrovolski;Igor;0;0;0;1;1
P-06321;Doca;not applicable;0;0;0;1;1
P-06938;Dockx;Jean;0;0;1;0;1
P-05029;Dods;Glenn;0;1;0;0;1
P-04183;Doesburg;Pim;1;0;0;0;1
P-02651;Doi;Yoichi;1;0;0;0;1
P-00824;Dojinovski;Kiril;0;1;0;0;1
P-02466;oki;Momilo;0;0;1;0;1
P-00129;Dolan;Paul;1;0;0;0;1
P-04751;Dolberg;Kasper;0;0;0;1;1
P-05407;Dolej;Betislav;1;0;0;0;1
P-08228;Dolmy;Abdelmajid;0;0;1;0;1
P-01757;Dolny;Tadeusz;0;1;0;0;1
P-01907;Domarski;Jan;0;0;0;1;1
P-01538;Domenghini;Angelo;0;0;0;1;1
P-08352;Domide;Flavius;0;0;0;1;1
P-09962;Domnguez;Alejandro;0;0;1;0;1
P-08083;Domnguez;Alexander;1;0;0;0;1
P-04276;Domnguez;Alfonso;0;1;0;0;1
P-09358;Domnguez;Digenes;0;0;0;1;1
P-04502;Domnguez;Rogelio;1;0;0;0;1
P-04525;Domoraud;Cyril;0;1;0;0;1
P-05859;Donati;Aldo;0;0;1;0;1
P-01139;Donelli;Aldo;0;0;0;1;1
P-08102;Doni;Cristiano;0;0;1;0;1
P-02369;Doni;not applicable;1;0;0;0;1
P-07903;Donnelly;Simon;0;0;0;1;1
P-00973;Donoso;Humberto;0;1;0;0;1
P-00275;Dorado;Pablo;0;0;0;1;1
P-01612;orevi;Nenad;0;1;0;0;1
P-01183;orevi;Predrag;0;0;1;0;1
P-06679;Dorigo;Tony;0;1;0;0;1
P-04345;Doriva;not applicable;0;0;1;0;1
P-09632;orovi;Goran;0;1;0;0;1
P-01909;Dorst;not applicable;0;1;0;0;1
P-01014;dos Santos;Jonathan;0;0;1;0;1
P-07437;dos Santos;Julio;0;0;1;0;1
P-07451;Dossena;Giuseppe;0;0;1;0;1
P-09682;Dossevi;Thomas;0;0;1;0;1
P-00757;Dougan;Derek;0;0;0;1;1
P-02140;Douglas;Jimmy;1;0;0;0;1
P-00529;Douis;Yvon;0;0;0;1;1
P-05605;Doumbia;Seydou;0;0;0;1;1
P-05142;Downing;Stewart;0;0;1;0;1
P-00836;Doyle;John;0;1;0;0;1
P-04654;Dragolov;Vasil;0;0;0;1;1
P-05372;Dragutinovi;Ivica;0;1;0;0;1
P-08900;Draman;Haminu;0;0;1;0;1
P-03999;Dremmler;Wolfgang;0;0;1;0;1
P-05507;Drid;Nacerdine;1;0;0;0;1
P-05063;Dries;Marcel;0;1;0;0;1
P-06705;Drok;Daaf;0;0;0;1;1
P-03342;Dropsy;Dominique;1;0;0;0;1
P-03825;Drulovi;Ljubinko;0;0;1;0;1
P-03038;Drummond;Domingo;0;1;0;0;1
P-01437;Du;Wei;0;1;0;0;1
P-02615;Duarte;Manuel;0;0;0;1;1
P-03823;Dubinski;Eduard;0;1;0;0;1
P-07036;Dub;Rodolfo;0;0;1;0;1
P-04332;Ducke;Peter;0;0;0;1;1
P-09440;Ducost;Serge;0;1;0;0;1
P-02084;Duda;not applicable;0;0;1;0;1
P-06862;Dudek;Jerzy;1;0;0;0;1
P-07802;Dudi;Milan;0;1;0;0;1
P-05592;Dudka;Dariusz;0;0;1;0;1
P-09973;Duff;Damien;0;0;1;0;1
P-06543;uki;Miroslav;0;1;0;0;1
P-03673;Dulca;Cristian;0;1;0;0;1
P-07473;Duljaj;Igor;0;0;1;0;1
P-04515;Dumitrache;Florea;0;0;0;1;1
P-07538;Dumitru;Ion;0;1;0;0;1
P-01236;Dunker;Gsta;0;0;0;1;1
P-05928;Dunlop;George;1;0;0;0;1
P-03919;Dunne;Richard;0;1;0;0;1
P-03730;Duquesne;Jacques;1;0;0;0;1
P-05471;Durandal;Segundo;0;1;0;0;1
P-06559;urica;Jn;0;1;0;0;1
P-03635;urii;Anelko;1;0;0;0;1
P-04897;Durkovi;Vladimir;0;1;0;0;1
P-03314;Durm;Erik;0;1;0;0;1
P-02011;Durmaz;Jimmy;0;0;1;0;1
P-03577;Dvok;Milan;0;0;0;1;1
P-07418;Dvorni;Dionizije;0;0;0;1;1
P-03788;Dyakov;Iliya;0;1;0;0;1
P-09313;Dybala;Paulo;0;0;0;1;1
P-06149;Dyer;Kieron;0;0;1;0;1
P-09487;Dytko;Ewald;0;0;1;0;1
P-04417;Daji;Dragan;0;0;0;1;1
P-01282;Deko;Edin;0;0;0;1;1
P-02486;Dziekanowski;Dariusz;0;0;0;1;1
P-03496;Dini;Elvedin;0;1;0;0;1
P-03429;Dziuba;Marek;0;1;0;0;1
P-04639;Dzodzuashvili;Revaz;0;1;0;0;1
P-02333;Dzyuba;Artem;0;0;0;1;1
P-07335;Earle;Robbie;0;0;1;0;1
P-05870;Ebongu;Ernest;0;0;0;1;1
P-08702;Ebrahimi;Omid;0;0;1;0;1
P-00977;Ebuehi;Tyronne;0;1;0;0;1
P-06834;Ebwell;Bertin;0;1;0;0;1
P-02940;Echage;Eligio;0;1;0;0;1
P-09519;Echeberra;Luis Mara;0;1;0;0;1
P-09202;Echeverry;Hctor;0;1;0;0;1
P-04926;Eckersley;Bill;0;1;0;0;1
P-08592;Eder;Norbert;0;1;0;0;1
P-05008;Eder;not applicable;0;0;0;1;1
P-05515;der;not applicable;0;0;0;1;1
P-05667;Ederson;not applicable;1;0;0;0;1
P-01857;Edevaldo;not applicable;0;1;0;0;1
P-03330;Edlson;not applicable;0;0;0;1;1
P-04588;Edivaldo;not applicable;0;0;0;1;1
P-01775;Edmlson;not applicable;0;1;0;0;1
P-01102;Edmundo;not applicable;0;0;0;1;1
P-01231;dson;not applicable;0;1;0;0;1
P-09510;Edu;Maurice;0;0;1;0;1
P-09770;Eduardo;not applicable;0;0;0;1;1
P-08589;Edwards;Carlos;0;0;1;0;1
P-04879;Edwards;Federico;0;1;0;0;1
P-03148;Edwards;Trevor;0;1;0;0;1
P-01058;Effenberg;Stefan;0;0;1;0;1
P-06915;Eggimann;Mario;0;1;0;0;1
P-01744;Egli;Andr;0;1;0;0;1
P-07045;Eguren;Sebastin;0;0;1;0;1
P-00180;Egwuekwe;Azubuike;0;1;0;0;1
P-06182;Eich;Walter;1;0;0;0;1
P-04820;Eichmann;Eric;0;0;0;1;1
P-05911;Eichmann;Lo;1;0;0;0;1
P-03352;Eid;Saber;0;0;1;0;1
P-05520;Eisenbeisser;Alfred;0;0;1;0;1
P-01849;Eizaguirre;Ignacio;1;0;0;0;1
P-08701;Ejiofor;Eric;0;1;0;0;1
P-05144;Ekdal;Albin;0;0;1;0;1
P-08130;Ekk;Eugne;0;0;0;1;1
P-07750;Ekem;Samuel;0;1;0;0;1
P-07178;Eken;Blent;1;0;0;0;1
P-08193;Ekofa;Mbungu;0;0;0;1;1
P-02745;Ekoku;Efan;0;0;0;1;1
P-05617;Ekramy;Sherif;1;0;0;0;1
P-00626;Ekstrm;Johnny;0;0;0;1;1
P-06548;El Ahmadi;Karim;0;0;1;0;1
P-07088;El Biyaz;Mustafa;0;1;0;0;1
P-07872;El Brazi;Abdelkader;1;0;0;0;1
P-01962;El Filali;Mohammed;0;0;0;1;1
P-01642;El Hadary;Essam;1;0;0;0;1
P-09206;El Haddaoui;Mouncif;0;0;1;0;1
P-02426;El Hadi;Larbi;1;0;0;0;1
P-07998;El Kaabi;Ayoub;0;0;0;1;1
P-07316;El Khiati;Abdelkader;0;1;0;0;1
P-08016;El Louze;Ridha;0;1;0;0;1
P-05086;El Ouaer;Chokri;1;0;0;0;1
P-09986;El Said;Abdallah;0;0;1;0;1
P-05174;El Shenawy;Mohamed;1;0;0;0;1
P-04195;El-Batal;Thabet;1;0;0;0;1
P-05523;El-Far;Hassan;0;0;1;0;1
P-09977;El-Jaouachi;Ahmed;1;0;0;0;1
P-00404;El-Kaf;Ali;0;1;0;0;1
P-08286;El-Kass;Ahmed;0;0;0;1;1
P-00347;El-Nigero;Mahmoud;0;0;0;1;1
P-00327;El-Soury;Yacout;0;1;0;0;1
P-01711;Eladio;not applicable;0;1;0;0;1
P-02218;Elanga;Joseph;0;0;1;0;1
P-08273;Elano;not applicable;0;0;1;0;1
P-06189;Elduayen;Federico;1;0;0;0;1
P-08972;Elgueta;Humberto;0;0;1;0;1
P-09681;Elia;Eljero;0;0;0;1;1
P-00945;Elkhattabi;Ali;0;0;1;0;1
P-06503;Elkjr;Preben;0;0;0;1;1
P-07993;Elliott;Matt;0;1;0;0;1
P-09709;Elliott;Simon;0;0;1;0;1
P-01998;Elmander;Johan;0;0;0;1;1
P-06267;Elmohamady;Ahmed;0;1;0;0;1
P-00751;Elneny;Mohamed;0;0;1;0;1
P-06389;Eloy;not applicable;0;0;0;1;1
P-01019;Elrick;Adrian;0;1;0;0;1
P-07425;Elsworthy;John;0;0;1;0;1
P-01603;Elvedi;Nico;0;1;0;0;1
P-09123;Elzo;not applicable;0;0;1;0;1
P-05764;Eman;Achille;0;0;1;0;1
P-04400;Emb;David;0;0;0;1;1
P-02230;Embolo;Breel;0;0;0;1;1
P-00212;Emenalo;Michael;0;1;0;0;1
P-05976;Emenike;Emmanuel;0;0;0;1;1
P-00058;Emmerich;Lothar;0;0;0;1;1
P-01351;En-Nesyri;Youssef;0;0;0;1;1
P-09953;Enanga;Joseph;0;0;1;0;1
P-04688;Enayati;Reza;0;0;0;1;1
P-02174;Enciso;Julio Csar;0;0;1;0;1
P-09052;Endo;Wataru;0;1;0;0;1
P-09563;Enevoldsen;Thomas;0;0;1;0;1
P-09314;Engelmeier;Bruno;1;0;0;0;1
P-01315;Engels;Stephan;0;0;1;0;1
P-04650;Englebert;Gatan;0;0;1;0;1
P-03589;Engqvist;Leif;0;0;1;0;1
P-02302;Enoka;Edmond;0;1;0;0;1
P-03309;Enrique;Hctor;0;0;1;0;1
P-03278;Epalle;Jol;0;0;1;0;1
P-02288;Erassa;Affo;0;0;0;1;1
P-05423;Erazo;Frickson;0;1;0;0;1
P-03975;Ercan;Abdullah;0;0;1;0;1
P-03220;Erdem;Arif;0;0;0;1;1
P-05256;Erdem;Naci;0;1;0;0;1
P-07899;Ergi;Ivan;0;0;1;0;1
P-08203;Eriksen;John;0;0;0;1;1
P-03170;Eriksen;Nils;0;1;0;0;1
P-00106;Eriksson;Ivar;0;1;0;0;1
P-08041;Eriksson;Jan;0;1;0;0;1
P-09780;Eriksson;Leif;0;0;1;0;1
P-03477;Erlandsson;Ingemar;0;1;0;0;1
P-09726;Erlingmark;Magnus;0;1;0;0;1
P-08862;Ersoy;kr;1;0;0;0;1
P-01846;Ertan;Mustafa;0;1;0;0;1
P-03164;Eryol;Rober;0;0;1;0;1
P-09545;Escalada;Guillermo;0;0;0;1;1
P-07312;Escobar;Enzo;0;1;0;0;1
P-00624;Escobar;Eusebio;0;0;0;1;1
P-07868;Escobar;Fidel;0;1;0;0;1
P-08892;Escuti;Misael;1;0;0;0;1
P-07254;Eskandarian;Andranik;0;1;0;0;1
P-00168;Espaa;Miguel;0;0;1;0;1
P-02706;Espinoza;Csar;1;0;0;0;1
P-08812;Espinoza;Missael;0;0;1;0;1
P-05527;Essediri;Karim;0;1;0;0;1
P-04644;Estay;Fabin;0;0;1;0;1
P-09617;Esterhzy;Mrton;0;0;0;1;1
P-02808;Estili;Hamid;0;0;1;0;1
P-06429;Estrada;Andrs;0;0;1;0;1
P-01850;Estrada;Carlos;0;0;0;1;1
P-00717;Estrada;Marco;0;0;1;0;1
P-07770;Etcheverry;Marco;0;0;1;0;1
P-09526;Etcheverry;Romildo;0;0;1;0;1
P-02645;Etebo;Peter;0;0;1;0;1
P-00030;Etepe;Kakoko;0;0;0;1;1
P-05535;Ettori;Jean-Luc;1;0;0;0;1
P-07394;Etuhu;Dickson;0;0;1;0;1
P-03061;Etxeberria;Joseba;0;0;1;0;1
P-01633;Eusbio;not applicable;0;0;0;1;1
P-05193;Evani;Alberigo;0;0;1;0;1
P-07766;Evans;Allan;0;1;0;0;1
P-04860;Evans;Paul;1;0;0;0;1
P-00754;Evaristo;Juan;0;0;1;0;1
P-06416;Evaristo;Mario;0;0;0;1;1
P-05868;Everaldo;not applicable;0;1;0;0;1
P-08573;Eyjlfsson;Hlmar rn;0;1;0;0;1
P-04353;Eyobo;Oscar;0;0;0;1;1
P-04243;Ezatolahi;Saeid;0;0;1;0;1
P-01899;Ezenwa;Ikechukwu;1;0;0;0;1
P-03467;Ezeugo;Emeka;0;1;0;0;1
P-07991;Fabbri;Nstor;0;1;0;0;1
P-06981;Fabiano;Lus;0;0;0;1;1
P-01171;Facundo;Hctor;0;0;0;1;1
P-06879;Fadiga;Khalilou;0;0;1;0;1
P-06868;Fadili;Jalili;0;1;0;0;1
P-01581;Fa;Emerse;0;0;1;0;1
P-01503;Fagner;not applicable;0;1;0;0;1
P-07404;Fagoaga;Ramn;0;1;0;0;1
P-09025;Fahmy;Aziz;1;0;0;0;1
P-02813;Fahrian;Wolfgang;1;0;0;0;1
P-05845;Fajardo;Luis;0;0;1;0;1
P-09032;Fajr;Fayal;0;0;1;0;1
P-03402;Falcao;Radamel;0;0;0;1;1
P-01767;Falin;Yuri;0;0;0;1;1
P-07279;Fallon;Rory;0;0;0;1;1
P-05258;Fan;Zhiyi;0;1;0;0;1
P-01887;Faraki;Hossein;0;0;0;1;1
P-01105;Faras;Ahmed;0;0;0;1;1
P-07315;Farfn;Jefferson;0;0;0;1;1
P-03766;Farfn;Salvador;0;0;1;0;1
P-09817;Faras;Arturo;0;1;0;0;1
P-01223;Faras;Rogelio;0;0;1;0;1
P-09059;Fariba;Behtash;0;0;0;1;1
P-04936;Farnerud;Pontus;0;0;1;0;1
P-07592;Fathy;Ahmed;0;1;0;0;1
P-00853;Fattori;Osvaldo;0;1;0;0;1
P-07974;Faulhaber;Gerrit;0;0;1;0;1
P-04503;Fausto;not applicable;0;1;0;0;1
P-07685;Fawzi;Abdulrahman;0;0;0;1;1
P-05111;Faye;Amdy;0;0;1;0;1
P-07290;Fayzulin;Viktor;0;0;1;0;1
P-09406;Fazio;Federico;0;1;0;0;1
P-03868;Fede;not applicable;0;0;1;0;1
P-01591;Federici;Adam;1;0;0;0;1
P-07976;Fedosov;Genrich;0;0;0;1;1
P-09126;Feghouli;Sofiane;0;0;1;0;1
P-09187;Feiersinger;Wolfgang;0;1;0;0;1
P-03770;Feigenbaum;Yehoshua;0;0;0;1;1
P-01882;Feilhaber;Benny;0;0;1;0;1
P-05919;Fejzi;Jasmin;1;0;0;0;1
P-02762;Fekir;Nabil;0;0;0;1;1
P-04065;Felecan;Iacob;0;1;0;0;1
P-03232;Flix;not applicable;1;0;0;0;1
P-06263;Fenwick;Terry;0;1;0;0;1
P-03709;Fer;Leroy;0;0;1;0;1
P-00383;Ferdinand;Les;0;0;0;1;1
P-01382;Fergani;Ali;0;0;1;0;1
P-06838;Fernandes;Bruno;0;0;1;0;1
P-04444;Fernandes;Daniel;1;0;0;0;1
P-06947;Fernandes;Manuel;0;0;1;0;1
P-00156;Fernandes;Mrio;0;1;0;0;1
P-06785;Fernndez;lvaro;0;0;1;0;1
P-05921;Fernndez;ngel;0;0;0;1;1
P-09943;Fernndez;Arturo;0;1;0;0;1
P-05805;Fernndez;Augusto;0;0;1;0;1
P-04453;Fernndez;Federico;0;1;0;0;1
P-03167;Fernndez;Flix;1;0;0;0;1
P-01939;Fernndez;Gualberto;1;0;0;0;1
P-02180;Fernndez;Gustavo;1;0;0;0;1
P-01703;Fernndez;Jos;0;1;0;0;1
P-04382;Fernndez;Lorenzo;0;0;1;0;1
P-07435;Fernndez;Luis;0;0;1;0;1
P-01052;Fernndez;Matas;0;0;1;0;1
P-01830;Fernndez;Ren;0;0;0;1;1
P-03223;Fernndez;Roberto;1;0;0;0;1
P-05754;Fernndez;Sebastin;0;0;0;1;1
P-01184;Fernndez;Toms;0;0;0;1;1
P-04545;Fernando;not applicable;0;0;1;0;1
P-09718;Fernando;not applicable;0;0;1;0;1
P-00870;Ferrante;Ugo;0;0;1;0;1
P-01159;Ferrara;Ciro;0;1;0;0;1
P-04747;Ferrario;Rino;0;0;1;0;1
P-01640;Ferraris;Attilio;0;0;1;0;1
P-00963;Ferraris;Pietro;0;0;0;1;1
P-07544;Ferreira;Buenaventura;0;0;1;0;1
P-05678;Ferreira;Manuel;0;0;0;1;1
P-00256;Ferreiro;Roberto;0;1;0;0;1
P-06171;Ferrel;Leonardo;0;0;1;0;1
P-02872;Ferrer;Pedro;0;0;0;1;1
P-00076;Ferreri;Jean-Marc;0;0;1;0;1
P-00214;Ferri;Riccardo;0;1;0;0;1
P-01050;Ferrini;Giorgio;0;0;1;0;1
P-04219;Fesselet;Gilbert;0;0;1;0;1
P-09915;Festa;Alberto;0;1;0;0;1
P-04149;Fetfatzidis;Giannis;0;0;1;0;1
P-01934;Feudjou;Loc;1;0;0;0;1
P-00884;Feureisl;Ji;0;0;0;1;1
P-07391;Feurer;Herbert;1;0;0;0;1
P-08598;Feutmba;Roger;0;0;1;0;1
P-04976;Fiala;Jan;0;1;0;0;1
P-07148;Fiala;Jean-Pierre;0;0;1;0;1
P-01307;Fichtel;Klaus;0;1;0;0;1
P-08967;Fidlis;not applicable;0;1;0;0;1
P-01024;Fieber;Peter;0;1;0;0;1
P-03803;Fiedler;Bill;0;0;1;0;1
P-01715;Fierro;Gonzalo;0;0;1;0;1
P-03848;Fievez;Jean;0;0;0;1;1
P-07247;Figueiredo;Ernesto;0;0;0;1;1
P-04550;Figueiredo;Paulo;0;0;1;0;1
P-08924;Figueroa;Roberto;0;0;0;1;1
P-03432;Filekovi;Suad;0;1;0;0;1
P-04335;Filimonov;Aleksandr;1;0;0;0;1
P-09772;Filipescu;Iulian;0;0;1;0;1
P-09006;Findley;Robbie;0;0;0;1;1
P-00207;Finnan;Steve;0;1;0;0;1
P-01866;Finnbogason;Alfre;0;0;0;1;1
P-04817;Finney;Tommy;0;0;1;0;1
P-08137;Firm;Vladimir;0;0;0;1;1
P-01940;Firmino;Roberto;0;0;0;1;1
P-06020;Fischer;Andrzej;1;0;0;0;1
P-00770;Fischer;Viktor;0;0;0;1;1
P-04232;Fish;Mark;0;1;0;0;1
P-06653;Fjrtoft;Jan ge;0;0;0;1;1
P-06810;Flvio;not applicable;0;0;0;1;1
P-07589;Fleck;Robert;0;0;0;1;1
P-04213;Fler;Anton;1;0;0;0;1
P-09842;Flo;Hvard;0;0;0;1;1
P-07402;Flo;Tore Andr;0;0;0;1;1
P-04328;Florentn;Diego;0;0;1;0;1
P-01766;Flores;Antonio;0;0;1;0;1
P-03422;Flores;Edison;0;0;0;1;1
P-03387;Flores;Francisco;0;0;1;0;1
P-09790;Flores;Luis;0;0;0;1;1
P-00425;Flores;Miguel;0;1;0;0;1
P-05083;Flores;Rger;0;1;0;0;1
P-08310;Flores;Salvador;0;1;0;0;1
P-02116;Flores Ocaranza;Ignacio;0;1;0;0;1
P-02672;Flowers;Tim;1;0;0;0;1
P-02544;Flckiger;Marcel;0;1;0;0;1
P-00413;Fogli;Romano;0;0;1;0;1
P-09141;Fokin;Sergei;0;1;0;0;1
P-08777;Foni;Alfredo;0;1;0;0;1
P-04782;Fonseca;Daniel;0;0;0;1;1
P-00821;Fonseca;Danny;0;0;1;0;1
P-00845;Fonseca;Francisco;0;0;0;1;1
P-09424;Fonseca;Rolando;0;0;0;1;1
P-00643;Fontaine;Just;0;0;0;1;1
P-09912;Fontana;not applicable;0;1;0;0;1
